collection,link_path,link_type,linking_record_sample,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b12,b16,b32,b64,b128,b256,b512,b1024,b4096,b16384,b65535,b262144,bmax
"app.bsky.actor.profile",".labels.values[].uri","at-uri","at://did:plc:3ka3ipkwrykl66er7eeql3e5/app.bsky.actor.profile/self",38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.newdin.storyline",".story","at-uri","",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"li.plonk.comment",".post.uri","at-uri","at://did:plc:qfpnj4og54vl56wngdriaxug/li.plonk.comment/3lia6646im22z",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"live.grayhaze.interaction.chat",".stream.uri","at-uri","at://did:plc:tqlrqm7siq2ztpmvkyfqwzuy/live.grayhaze.interaction.chat/3lhk2bgr7sd27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.record.reply.parent.uri","at-uri","at://did:plc:4x27xkw7cb7ysswmk2pdbip5/app.bsky.feed.post/3lhjqvl67w422",26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.root.record.reply.root.record.reply.parent.uri","at-uri","at://did:plc:q6lzfo6rbsycgpluhcqv3344/app.bsky.feed.post/3limrddh4pk23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.value.reply.parent.value.reply.parent.value.reply.root.value.embed.record.record.uri","at-uri","at://did:plc:vpufthmtudaqzdx6wbctlrmj/app.bsky.feed.post/3lhvcgblkc22i",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ge.shadowcaster.dev.board.channel.3lgll4xbckc2x.members",".channelUri","at-uri","at://did:plc:gdbw3mid53ebnu55rjdmz4vz/ge.shadowcaster.dev.board.channel.3lgll4xbckc2x.members/3lh4u5siwhs2x",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"space.polypod.pinkgill.instance",".tile","at-uri","at://did:plc:izttpdp3l6vss5crelt5kcux/space.polypod.pinkgill.instance/3lhe26egmec2w",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chat.tinychat.core.message",".reply.root.uri","at-uri","at://did:plc:ubdeopbbkbgedccgbum7dhsh/chat.tinychat.core.message/3lgxlrd6xgc2b",404,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"network.comind.blips.memory",".uri","uri","at://did:plc:ljcmm7vvxki72g3j6rono6sa/network.comind.blips.memory/067b3e9f-8256-72e1-8000-8c122fc8888a",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.vercel.content-archive.entry",".id","uri","at://did:plc:iuxkmtq54kuy4hu3wa3kge6d/app.vercel.content-archive.entry/3li4pr7qnht2f",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.christensen.wtf.comment",".root.uri","at-uri","at://did:plc:gus3rlkpebpdoyfsykgi457p/app.christensen.wtf.comment/3li66jmaqnc2n",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.verdverm.test.comment",".$orig.uri","at-uri","at://did:plc:2jtyqespp2zfodukwvktqwe6/com.verdverm.test.comment/3li7o6kioai2j",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".feedUrl","uri","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sh.tangled.knot.member",".member","did","at://did:plc:qfpnj4og54vl56wngdriaxug/sh.tangled.knot.member/abb9a472-e4b9-4dc9-946b-beb582513f8b",2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].avatar","uri","",1562,319,93,49,26,22,11,12,6,3,9,13,29,14,4,2,1,0,0,0,0,0,0
"app.bsky.feed.post",".tags[]","uri","at://did:plc:yrsy5ti7krb6pbvrybo5qyoa/app.bsky.feed.post/3likbbabtmj62",27,6,2,1,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].did","did","",38,11,4,3,1,1,1,0,1,1,1,3,3,3,3,3,0,2,2,1,0,0,0
"us.polhem.blog.post",".tags[]","at-uri","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.avatar","uri","",1419,328,129,38,41,21,20,10,8,9,14,22,25,17,5,8,1,1,2,0,0,0,0
